1 0 0 2 1 
1.00979 0 0 1 1 
1.01967 0 0 1 1 
1.03976 0 0 1 1 
1.07067 0 0 1 1 
1.11883 0 0 1 1 
1.1953 0 0 1 1 
1.31994 0 0 1 1 
1.49134 0 0 1 1 
1.68326 0 0 1 1 
1.89666 0 0 1 1 
2.13212 0 0 1 1 
2.38974 0 0 1 1 
2.66918 0 0 1 1 
2.96966 0 0 1 1 
3.29001 0 0 1 1 
3.62882 0 0 1 1 
3.98451 0 0 1 1 
4.35543 0 0 1 1 
4.73997 0 0 1 1 
5.13656 0 0 1 1 
5.5438 0 0 1 1 
5.9604 0 0 1 1 
6.38519 0 0 1 1 
6.81718 0 0 1 1 
7.25549 0 0 1 1 
7.69934 0 0 1 1 
8.14807 0 0 1 1 
8.6011 0 0 1 1 
9.05795 0 0 1 1 
9.51817 0 0 1 1 
9.9814 0 0 1 1 
10.4473 0 0 1 1 
10.9156 0 0 1 1 
11.3861 0 0 1 1 
11.8585 0 0 1 1 
12.3327 0 0 1 1 
12.8084 0 0 1 1 
13.2856 0 0 1 1 
13.7641 0 0 1 1 
14.2438 0 0 1 1 
14.7247 0 0 1 1 
15.2065 0 0 1 1 
15.6892 0 0 1 1 
16.1728 0 0 1 1 
16.6571 0 0 1 1 
17.1422 0 0 1 1 
17.628 0 0 1 1 
18.1144 0 0 1 1 
18.6013 0 0 1 1 
19.0888 0 0 1 1 
19.5768 0 0 1 1 
20.0653 0 0 1 1 
1 0 0 2 1 
0.990314 0 0 1 1 
0.980728 0 0 1 1 
0.961852 0 0 1 1 
0.934266 0 0 1 1 
0.894479 0 0 1 1 
0.838232 0 0 1 1 
0.761085 0 0 1 1 
0.676696 0 0 1 1 
0.602923 0 0 1 1 
0.538403 0 0 1 1 
0.481899 0 0 1 1 
0.432304 0 0 1 1 
0.388637 0 0 1 1 
0.350038 0 0 1 1 
0.315759 0 0 1 1 
0.287641 0.00257559 0.00257559 1 1 
0.259903 0 0 2 1 
0.234843 0 0 2 1 
0.212051 0 0 2 1 
0.191182 0 0 2 1 
0.171943 0 0 2 1 
0.154092 0 0 2 1 
0.137427 0 0 2 1 
0.121783 0 0 2 1 
0.107027 0 0 2 1 
0.0930502 0 0 2 1 
0.0797699 0 0 2 1 
0.0671201 0 0 2 1 
0.0550501 0 0 2 1 
0.0435206 0 0 2 1 
0.0324998 0 0 2 1 
0.0219607 0 0 2 1 
0.0118793 0 0 2 1 
0.00223208 0 0 2 1 
-0.00700422 0 0 2 1 
-0.00700422 0 0 2 1 
-0.00772599 0 0 2 1 
-0.00844529 0 0 2 1 
-0.00987658 0 0 2 1 
-0.0127103 0 0 2 1 
