1.5 0 0 2 1 
1.51114 0 0 1 1 
1.52223 0 0 1 1 
1.5442 0 0 1 1 
1.58739 0 0 1 1 
1.65038 0 0 1 1 
1.74102 0 0 1 1 
1.85988 0 0 1 1 
1.97134 0 0 1 1 
2.07621 0 0 1 1 
2.17518 0 0 1 1 
2.26888 0 0 1 1 
2.35783 0 0 1 1 
2.44249 0 0 1 1 
2.52325 0 0 1 1 
2.60043 0 0 1 1 
2.67431 0 0 1 1 
2.74509 0 0 1 1 
2.81298 0 0 1 1 
2.8381 0.00764982 0.00764982 1 1 
2.90221 0 0 2 1 
2.96373 0 0 2 1 
3.02274 0 0 2 1 
3.07932 0 0 2 1 
3.13352 0 0 2 1 
3.18541 0 0 2 1 
3.23501 0 0 2 1 
3.28239 0 0 2 1 
3.32758 0 0 2 1 
3.37062 0 0 2 1 
3.41158 0 0 2 1 
3.45051 0 0 2 1 
3.48748 0 0 2 1 
3.52255 0 0 2 1 
3.55581 0 0 2 1 
3.58736 0 0 2 1 
3.6173 0 0 2 1 
3.64574 0 0 2 1 
3.67281 0 0 2 1 
3.69864 0 0 2 1 
3.72338 0 0 2 1 
3.74717 0 0 2 1 
3.77019 0 0 2 1 
3.7926 0 0 2 1 
3.81458 0 0 2 1 
3.83633 0 0 2 1 
3.85804 0 0 2 1 
3.87991 0 0 2 1 
3.90216 0 0 2 1 
3.925 0 0 2 1 
3.94866 0 0 2 1 
3.97337 0 0 2 1 
3.99937 0 0 2 1 
4.02691 0 0 2 1 
4.05623 0 0 2 1 
4.08759 0 0 2 1 
4.10181 0.00201424 0.00201424 1 1 
4.13655 0 0 1 1 
4.17397 0 0 1 1 
4.21434 0 0 1 1 
4.25793 0 0 1 1 
4.30499 0 0 1 1 
4.35578 0 0 1 1 
4.41056 0 0 1 1 
4.46956 0 0 1 1 
4.533 0 0 1 1 
4.6011 0 0 1 1 
4.67406 0 0 1 1 
4.75204 0 0 1 1 
4.83522 0 0 1 1 
4.92372 0 0 1 1 
5.01769 0 0 1 1 
5.11722 0 0 1 1 
5.22243 0 0 1 1 
5.3334 0 0 1 1 
5.45023 0 0 1 1 
5.573 0 0 1 1 
5.7018 0 0 1 1 
5.83671 0 0 1 1 
5.97782 0 0 1 1 
6.12524 0 0 1 1 
6.27905 0 0 1 1 
6.43939 0 0 1 1 
6.60635 0 0 1 1 
6.78006 0 0 1 1 
6.96066 0 0 1 1 
7.14827 0 0 1 1 
7.34304 0 0 1 1 
7.54512 0 0 1 1 
7.75464 0 0 1 1 
7.97175 0 0 1 1 
8.1966 0 0 1 1 
8.42932 0 0 1 1 
8.67004 0 0 1 1 
8.91889 0 0 1 1 
9.17598 0 0 1 1 
9.44141 0 0 1 1 
9.71524 0 0 1 1 
9.99756 0 0 1 1 
10.2884 0 0 1 1 
10.5877 0 0 1 1 
10.8956 0 0 1 1 
11.2119 0 0 1 1 
11.5367 0 0 1 1 
11.8697 0 0 1 1 
12.211 0 0 1 1 
12.5603 0 0 1 1 
12.9174 0 0 1 1 
13.2822 0 0 1 1 
13.6545 0 0 1 1 
14.0339 0 0 1 1 
14.4203 0 0 1 1 
14.8134 0 0 1 1 
15.2128 0 0 1 1 
15.6183 0 0 1 1 
16.0297 0 0 1 1 
16.4465 0 0 1 1 
16.8686 0 0 1 1 
17.2955 0 0 1 1 
17.7272 0 0 1 1 
18.1631 0 0 1 1 
18.6032 0 0 1 1 
19.0472 0 0 1 1 
19.4947 0 0 1 1 
19.9456 0 0 1 1 
20.3996 0 0 1 1 
2.8381 0.00764982 0.00764982 4 2 
2.83811 0.00764982 0.00764982 3 2 
2.83816 0.00764959 0.00764959 3 2 
2.83842 0.00764836 0.00764836 3 2 
2.83955 0.0076431 0.0076431 3 2 
2.84279 0.00762806 0.00762806 3 2 
2.85109 0.00758921 0.00758921 3 2 
